name,rating,genre,score,director,writer,star,company,year,country
White Squall,PG-13,Adventure,6.6,Ridley Scott,Charles Gieg Jr.,Jeff Bridges,Hollywood Pictures,1996,United States
D3: The Mighty Ducks,PG,Action,5.5,Robert Lieberman,Steven Brill,Emilio Estevez,Walt Disney Pictures,1996,United States
Broken Arrow,R,Action,6.0,John Woo,Graham Yost,John Travolta,Twentieth Century Fox,1996,United States
Emma,PG,Comedy,6.7,Douglas McGrath,Jane Austen,Gwyneth Paltrow,Miramax,1996,United States
Chain Reaction,PG-13,Action,5.7,Andrew Davis,Arne Schmidt,Keanu Reeves,3 Arts Entertainment,1996,United States
The Crucible,PG-13,Drama,6.8,Nicholas Hytner,Arthur Miller,Daniel Day-Lewis,Twentieth Century Fox,1996,United States
Waiting for Guffman,R,Comedy,7.5,Christopher Guest,Christopher Guest,Christopher Guest,Castle Rock Entertainment,1997,United States
Secrets & Lies,R,Comedy,8.0,Mike Leigh,Mike Leigh,Timothy Spall,Channel Four Films,1997,United States
Daylight,PG-13,Action,5.9,Rob Cohen,Leslie Bohem,Sylvester Stallone,Universal Pictures,1996,United States
Last Man Standing,R,Action,6.4,Walter Hill,Ryûzô Kikushima,Bruce Willis,New Line Cinema,1996,United States
The Arrival,PG-13,Mystery,6.2,David Twohy,David Twohy,Charlie Sheen,Live Entertainment,1996,United States
Ransom,R,Action,6.7,Ron Howard,Cyril Hume,Mel Gibson,Touchstone Pictures,1996,United States
Beavis and Butt-Head Do America,PG-13,Animation,6.8,Directors,Mike Judge,Mike Judge,Paramount Pictures,1996,United States
Fly Away Home,PG,Adventure,6.8,Carroll Ballard,Bill Lishman,Jeff Daniels,Columbia Pictures,1996,United States
Tin Cup,R,Comedy,6.4,Ron Shelton,John Norville,Kevin Costner,New Regency Productions,1996,United States
Barb Wire,R,Action,3.4,David Hogan,Chris Warner,Pamela Anderson,Polygram Filmed Entertainment,1996,United States
Breaking the Waves,R,Drama,7.8,Lars von Trier,Lars von Trier,Emily Watson,ARTE,1996,United States
The Phantom,PG,Action,5.0,Simon Wincer,Lee Falk,Billy Zane,Paramount Pictures,1996,United States
The Fan,R,Action,5.9,Tony Scott,Peter Abrahams,Robert De Niro,TriStar Pictures,1996,United States
Eye for an Eye,R,Crime,6.2,John Schlesinger,Erika Holzer,Sally Field,Paramount Pictures,1996,United States
2 Days in the Valley,R,Comedy,6.5,John Herzfeld,John Herzfeld,Teri Hatcher,Rysher Entertainment,1996,United States
Trees Lounge,R,Comedy,7.1,Steve Buscemi,Steve Buscemi,Steve Buscemi,Addis Wechsler Pictures,1996,United States
The People vs. Larry Flynt,R,Biography,7.3,Milos Forman,Scott Alexander,Woody Harrelson,Columbia Pictures,1997,United States
Freeway,R,Comedy,6.8,Matthew Bright,Matthew Bright,Reese Witherspoon,The Kushner-Locke Company,1997,France
Kazaam,PG,Comedy,3.0,Paul Michael Glaser,Paul Michael Glaser,Shaquille O'Neal,Interscope Communications,1996,United States
Down Periscope,PG-13,Comedy,6.2,David S. Ward,Hugh Wilson,Kelsey Grammer,Twentieth Century Fox,1996,United States
Michael,PG,Comedy,5.7,Nora Ephron,Peter Dexter,John Travolta,Turner Pictures (I),1996,United States
Mulholland Falls,R,Crime,6.3,Lee Tamahori,Peter Dexter,Nick Nolte,Largo Entertainment,1996,United States
Jingle All the Way,PG,Adventure,5.6,Brian Levant,Randy Kornfield,Arnold Schwarzenegger,1492 Pictures,1996,United States
She's the One,R,Comedy,6.0,Edward Burns,Edward Burns,Edward Burns,Good Machine,1996,United States
Brassed Off,R,Comedy,7.2,Mark Herman,Mark Herman,Pete Postlethwaite,Channel Four Films,1997,United States
Shine,PG-13,Biography,7.7,Scott Hicks,Jan Sardi,Geoffrey Rush,Australian Film Finance Corporation (AFFC),1997,United States
Black Sheep,PG-13,Comedy,6.3,Penelope Spheeris,Fred Wolf,Chris Farley,Broadway Pictures,1996,United States
Maximum Risk,R,Action,5.5,Ringo Lam,Larry Ferguson,Jean-Claude Van Damme,Columbia Pictures,1996,United States
One Fine Day,PG,Comedy,6.5,Michael Hoffman,Terrel Seltzer,Michelle Pfeiffer,Fox 2000 Pictures,1996,United States
Lone Star,R,Drama,7.4,John Sayles,John Sayles,Chris Cooper,Columbia Pictures,1996,United States
Michael Collins,R,Biography,7.2,Neil Jordan,Neil Jordan,Liam Neeson,Warner Bros.,1996,United States
Phenomenon,PG,Drama,6.4,Jon Turteltaub,Gerald Di Pego,John Travolta,Touchstone Pictures,1996,United States
Harriet the Spy,PG,Comedy,5.9,Bronwen Hughes,Louise Fitzhugh,Michelle Trachtenberg,Paramount Pictures,1996,United States
Flipper,PG,Adventure,5.3,Alan Shapiro,Ricou Browning,Paul Hogan,Universal Pictures,1996,United States
Evita,PG,Biography,6.3,Alan Parker,Tim Rice,Madonna,Hollywood Pictures,1997,United States
Diabolique,R,Drama,5.4,Jeremiah S. Chechik,Pierre Boileau,Sharon Stone,ABC Productions,1996,United States
Bordello of Blood,R,Comedy,5.4,Gilbert Adler,William M. Gaines,Dennis Miller,Universal City Studios,1996,United States
Spy Hard,PG-13,Action,5.4,Rick Friedberg,Jason Friedberg,Leslie Nielsen,Hollywood Pictures,1996,United States
The Substitute,R,Action,6.0,Robert Mandel,Roy Frumkes,Tom Berenger,Dinamo Entertainment,1996,United States
Marvin's Room,PG-13,Drama,6.7,Jerry Zaks,Scott McPherson,Meryl Streep,Scott Rudin Productions,1997,United States
Multiplicity,PG-13,Comedy,6.1,Harold Ramis,Chris Miller,Michael Keaton,Columbia Pictures,1996,United States
House Arrest,PG,Comedy,5.8,Harry Winer,Michael Hitchcock,Jamie Lee Curtis,Metro-Goldwyn-Mayer (MGM),1996,United States
Everyone Says I Love You,R,Comedy,6.7,Woody Allen,Woody Allen,Woody Allen,Miramax,1997,United States
A Very Brady Sequel,PG-13,Comedy,5.8,Arlene Sanford,Sherwood Schwartz,Shelley Long,Paramount Pictures,1996,United States
The Crow: City of Angels,R,Action,4.7,Tim Pope,James O'Barr,Vincent Perez,Bad Bird Productions,1996,United States
Basquiat,R,Biography,6.9,Julian Schnabel,Lech Majewski,Jeffrey Wright,Eleventh Street Production,1996,United States
The Quest,PG-13,Action,5.6,Jean-Claude Van Damme,Frank Dux,Jean-Claude Van Damme,MDP Worldwide,1996,United States
Muppet Treasure Island,G,Action,7.0,Brian Henson,Robert Louis Stevenson,Tim Curry,Walt Disney Pictures,1996,United States
Hellraiser: Bloodline,R,Horror,5.1,Director,Peter Atkins,Bruce Ramsay,Dimension Films,1996,United States
Manny & Lo,R,Comedy,6.6,Lisa Krueger,Lisa Krueger,Scarlett Johansson,Pope Productions,1996,United States
Beautiful Thing,R,Comedy,7.6,Hettie Macdonald,Jonathan Harvey,Glen Berry,Channel Four Films,1996,United States
The Chamber,R,Crime,6.0,James Foley,John Grisham,Chris O'Donnell,Universal Pictures,1996,United States
Blood and Wine,R,Crime,6.0,Bob Rafelson,Nick Villiers,Jack Nicholson,Recorded Picture Company (RPC),1997,United States
Jude,R,Drama,6.9,Michael Winterbottom,Hossein Amini,Christopher Eccleston,BBC Films,1996,United States
Bulletproof,R,Action,5.8,Ernest R. Dickerson,Joe Gayton,Damon Wayans,Universal Pictures,1996,United States
Mad Dog Time,R,Comedy,5.4,Larry Bishop,Larry Bishop,Michael J. Pollard,Bruin Grip Services,1996,United States
Mrs. Winterbourne,PG-13,Comedy,6.2,Richard Benjamin,Cornell Woolrich,Shirley MacLaine,TriStar Pictures,1996,United States
The Portrait of a Lady,PG-13,Drama,6.2,Jane Campion,Henry James,Nicole Kidman,Polygram Filmed Entertainment,1997,United States
Foxfire,R,Drama,6.2,Annette Haywood-Carter,Joyce Carol Oates,Hedy Burress,Chestnut Hill Productions,1996,United States
The Glimmer Man,R,Action,5.4,John Gray,Kevin Brodbin,Steven Seagal,Warner Bros.,1996,United States
Up Close & Personal,PG-13,Drama,6.2,Jon Avnet,Joan Didion,Robert Redford,Touchstone Pictures,1996,United States
The Juror,R,Crime,5.7,Brian Gibson,George Dawes Green,Demi Moore,Columbia Pictures,1996,United States
Flirting with Disaster,R,Comedy,6.7,David O. Russell,David O. Russell,Ben Stiller,Miramax,1996,United States
Homeward Bound II: Lost in San Francisco,G,Adventure,6.0,David R. Ellis,Chris Hauty,Michael J. Fox,Walt Disney Pictures,1996,United States
Joe's Apartment,PG-13,Comedy,5.5,John Payson,John Payson,Jerry O'Connell,Geffen Pictures,1996,United States
Ghosts of Mississippi,PG-13,Drama,6.7,Rob Reiner,Lewis Colick,Alec Baldwin,Castle Rock Entertainment,1997,United States
A Summer's Tale,G,Comedy,7.6,Éric Rohmer,Éric Rohmer,Melvil Poupaud,Canal+,2014,United States
The Preacher's Wife,PG,Comedy,5.6,Penny Marshall,Robert Nathan,Denzel Washington,Mundy Lane Entertainment,1996,United States
Jane Eyre,PG,Drama,6.8,Franco Zeffirelli,Charlotte Brontë,William Hurt,Cineritino S.r.L.,1996,United States
If Lucy Fell,R,Comedy,4.9,Eric Schaeffer,Eric Schaeffer,Sarah Jessica Parker,Motion Picture Corporation of America (MPCA),1996,United States
SubUrbia,R,Comedy,6.8,Richard Linklater,Eric Bogosian,Giovanni Ribisi,Castle Rock Entertainment,1997,Germany
First Strike,PG-13,Action,6.6,Stanley Tong,Greg Mellott,Jackie Chan,Golden Harvest Company,1997,United States
Bad Moon,R,Horror,5.8,Eric Red,Wayne Smith,Mariel Hemingway,Morgan Creek Entertainment,1996,United States
Dunston Checks In,PG,Adventure,5.4,Ken Kwapis,John Hopkins,Jason Alexander,Joe Wizan/Todd Black,1996,United States
Carpool,PG,Comedy,5.0,Arthur Hiller,Don Rhymer,Tom Arnold,New Regency Productions,1996,United States
The Daytrippers,R,Comedy,7.0,Greg Mottola,Greg Mottola,Hope Davis,Alliance Communications Corporation,1997,United States
Before and After,PG-13,Crime,6.1,Barbet Schroeder,Rosellen Brown,Meryl Streep,Caravan Pictures,1996,United States
Citizen Ruth,R,Comedy,7.0,Alexander Payne,Alexander Payne,Laura Dern,Independent Pictures (II),1996,United States
Extreme Measures,R,Crime,6.2,Michael Apted,Michael Palmer,Hugh Grant,Castle Rock Entertainment,1996,United States
Female Perversions,R,Drama,5.4,Susan Streitfeld,Louise J. Kaplan,Tilda Swinton,Mindy Affrime,1997,United States
A Thin Line Between Love and Hate,R,Comedy,5.7,Martin Lawrence,Martin Lawrence,Martin Lawrence,"Jackson/McHenry Company,The",1996,United States
The Truth About Cats & Dogs,PG-13,Comedy,6.3,Michael Lehmann,Audrey Wells,Uma Thurman,Twentieth Century Fox,1996,United States
The Whole Wide World,PG,Biography,7.1,Dan Ireland,Novalyne Price Ellis,Vincent D'Onofrio,Cineville,1996,United States
Dear God,PG,Comedy,5.4,Garry Marshall,Warren Leight,Greg Kinnear,Rysher Entertainment,1996,United States
Bed of Roses,PG,Drama,6.1,Michael Goldenberg,Michael Goldenberg,Christian Slater,Juno Pix,1996,United States
The Pallbearer,PG-13,Comedy,5.0,Matt Reeves,Jason Katims,David Schwimmer,Miramax,1996,United States
Lawnmower Man 2: Beyond Cyberspace,PG-13,Action,2.5,Farhad Mann,Farhad Mann,Patrick Bergin,New Line Cinema,1996,United States
A Family Thing,PG-13,Comedy,7.0,Richard Pearce,Billy Bob Thornton,Robert Duvall,United Artists,1996,United States
Curdled,R,Comedy,5.9,Reb Braddock,Reb Braddock,William Baldwin,A Band Apart,1996,United States
First Kid,PG,Comedy,5.3,David Mickey Evans,Tim Kelleher,Sinbad,Caravan Pictures,1996,United States
Eddie,PG-13,Comedy,5.2,Steve Rash,Steve Zacharias,Whoopi Goldberg,Permut Presentations,1996,United States
Feeling Minnesota,R,Comedy,5.4,Steven Baigelman,Steven Baigelman,Keanu Reeves,Fine Line Features,1996,United States
The Adventures of Pinocchio,G,Adventure,5.2,Steve Barron,Sherry Mills,Martin Landau,New Line Cinema,1996,United States
City Hall,R,Drama,6.2,Harold Becker,Ken Lipper,Al Pacino,Castle Rock Entertainment,1996,United States
Night Falls on Manhattan,R,Crime,6.6,Sidney Lumet,Robert Daley,Andy Garcia,Paramount Pictures,1997,United States
The Great White Hype,R,Comedy,5.5,Reginald Hudlin,Tony Hendra,Samuel L. Jackson,Atman Entertainment,1996,United States
Twelfth Night,PG,Comedy,7.2,Trevor Nunn,William Shakespeare,Helena Bonham Carter,Renaissance Films,1996,United States
Mary Reilly,R,Drama,5.8,Stephen Frears,Valerie Martin,Julia Roberts,NFH Productions,1996,United States
My Fellow Americans,PG-13,Adventure,6.5,Peter Segal,E. Jack Kaplan,Jack Lemmon,Peters Entertainment,1996,United States
Sgt. Bilko,PG,Comedy,5.8,Jonathan Lynn,Nat Hiken,Steve Martin,Imagine Entertainment,1996,United States
Heaven's Prisoners,R,Drama,5.8,Phil Joanou,James Lee Burke,Alec Baldwin,PVM Entertainment,1996,United States
Caught,R,Drama,6.6,Robert M. Young,Edward Pomerantz,Edward James Olmos,Cinehaus,1996,United States
I Shot Andy Warhol,R,Biography,6.6,Mary Harron,Jeremiah Newton,Lili Taylor,Playhouse International Pictures,1996,United States
The Sunchaser,R,Crime,6.2,Michael Cimino,Charles Leavitt,Woody Harrelson,Appledown Films Inc.,1996,United States
All Dogs Go to Heaven 2,G,Animation,5.5,Larry Leker,Arne Olsen,Charlie Sheen,MGM Family Entertainment,1996,United States
Girl 6,R,Comedy,5.2,Spike Lee,Suzan-Lori Parks,Theresa Randle,Fox Searchlight Pictures,1996,United States
The Evening Star,PG-13,Comedy,5.9,Robert Harling,Larry McMurtry,Shirley MacLaine,Rysher Entertainment,1996,United States
Larger Than Life,PG,Comedy,5.6,Howard Franklin,Roy Blount Jr.,Bill Murray,United Artists Pictures,1996,United States
Head Above Water,PG-13,Comedy,6.0,Jim Wilson,Eirik Ildahl,Harvey Keitel,Majestic Films International,1997,United States
Two If by Sea,R,Comedy,5.2,Bill Bennett,Denis Leary,Sandra Bullock,Morgan Creek Entertainment,1996,United States
The Stupids,PG,Adventure,4.2,John Landis,James Marshall,Tom Arnold,Imagine Entertainment,1996,United States
The Funeral,R,Crime,6.6,Abel Ferrara,Nicholas St. John,Christopher Walken,October Films,1996,United States
Kids in the Hall: Brain Candy,R,Comedy,6.9,Kelly Makin,Norm Hiscock,Dave Foley,Paramount Pictures,1996,United States
High School High,PG-13,Comedy,5.5,Hart Bochner,David Zucker,Jon Lovitz,TriStar Pictures,1996,United States
The Van,R,Comedy,6.7,Stephen Frears,Roddy Doyle,Colm Meaney,Beacon Communications,1997,United States
Alaska,PG,Adventure,5.8,Fraser C. Heston,Andy Burg,Thora Birch,Castle Rock Entertainment,1996,United States
Moll Flanders,PG-13,Drama,6.5,Pen Densham,Daniel Defoe,Robin Wright,Metro-Goldwyn-Mayer (MGM),1996,United States
The Associate,PG-13,Comedy,6.1,Donald Petrie,Jenaro Prieto,Whoopi Goldberg,Hollywood Pictures,1996,United States
Shiloh,PG,Drama,6.4,Dale Rosenbloom,Phyllis Reynolds Naylor,Blake Heron,Good Dog Productions LLC,1997,United States
In Love and War,PG-13,Biography,6.0,Richard Attenborough,Henry S. Villard,Sandra Bullock,Dimitri Villard Productions,1997,United States
Surviving Picasso,R,Biography,6.4,James Ivory,Arianna Huffington,Anthony Hopkins,Merchant Ivory Productions,1996,United States
Kansas City,R,Crime,6.3,Robert Altman,Robert Altman,Jennifer Jason Leigh,CiBy 2000,1996,United States
Mr. Wrong,PG-13,Comedy,3.8,Nick Castle,Chris Matheson,Ellen DeGeneres,Mandeville Films,1996,United States
Fled,R,Action,5.4,Kevin Hooks,Preston A. Whitmore II,Laurence Fishburne,Metro-Goldwyn-Mayer (MGM),1996,United States
Infinity,PG,Biography,6.2,Matthew Broderick,Richard Feynman,Matthew Broderick,First Look International,1996,United States
Unforgettable,R,Drama,6.0,John Dahl,Bill Geddie,Ray Liotta,Dino De Laurentiis Company,1996,United States
Bloodsport 2,R,Action,4.8,Alan Mehrez,Jeff Schechter,Daniel Bernhardt,FM Entertainment International N.V.,1996,United States
Phat Beach,R,Comedy,3.9,Doug Ellin,Cleveland O'Neal III,Jermaine Hopkins,Connection III Entertainment,1996,United States
Last Dance,R,Drama,5.7,Bruce Beresford,Steven Haft,Sharon Stone,Touchstone Pictures,1996,United States
Grace of My Heart,R,Comedy,6.7,Allison Anders,Allison Anders,Illeana Douglas,Cappa Production,1996,United States
Celtic Pride,PG-13,Comedy,5.3,Tom DeCerchio,Judd Apatow,Damon Wayans,Caravan Pictures,1996,United States
Ed,PG,Comedy,2.7,Bill Couturié,Ken Richards,Matt LeBlanc,Longview Entertainment,1996,United States
The Game,R,Drama,7.8,David Fincher,John Brancato,Michael Douglas,Polygram Filmed Entertainment,1997,United States
Boogie Nights,R,Drama,7.9,Paul Thomas Anderson,Paul Thomas Anderson,Mark Wahlberg,New Line Cinema,1997,United States
Titanic,PG-13,Drama,7.8,James Cameron,James Cameron,Leonardo DiCaprio,Twentieth Century Fox,1997,United States
The Fifth Element,PG-13,Action,7.7,Luc Besson,Luc Besson,Bruce Willis,Columbia Pictures,1997,United States
Austin Powers: International Man of Mystery,PG-13,Adventure,7.0,Jay Roach,Mike Myers,Mike Myers,Capella International,1997,United States
Lolita,R,Drama,6.9,Adrian Lyne,Vladimir Nabokov,Jeremy Irons,Guild,1998,United States
Good Will Hunting,R,Drama,8.3,Gus Van Sant,Matt Damon,Robin Williams,Miramax,1998,United States
Starship Troopers,R,Action,7.2,Paul Verhoeven,Edward Neumeier,Casper Van Dien,TriStar Pictures,1997,United States
The Devil's Advocate,R,Drama,7.5,Taylor Hackford,Andrew Neiderman,Keanu Reeves,Warner Bros.,1997,United States
Con Air,R,Action,6.9,Simon West,Scott Rosenberg,Nicolas Cage,Touchstone Pictures,1997,United States
Jackie Brown,R,Crime,7.5,Quentin Tarantino,Quentin Tarantino,Pam Grier,Miramax,1997,United States
L.A. Confidential,R,Crime,8.2,Curtis Hanson,James Ellroy,Kevin Spacey,New Regency Productions,1997,United States
Life Is Beautiful,PG-13,Comedy,8.6,Roberto Benigni,Vincenzo Cerami,Roberto Benigni,Melampo Cinematografica,1997,Italy
Contact,PG,Drama,7.5,Robert Zemeckis,James V. Hart,Jodie Foster,Warner Bros.,1997,United States
Men in Black,PG-13,Action,7.3,Barry Sonnenfeld,Lowell Cunningham,Tommy Lee Jones,Columbia Pictures,1997,United States
Home Alone 3,PG,Action,4.5,Raja Gosnell,John Hughes,Alex D. Linz,Twentieth Century Fox,1997,United States
Air Force One,R,Action,6.5,Wolfgang Petersen,Andrew W. Marlowe,Harrison Ford,Columbia Pictures,1997,United States
Batman & Robin,PG-13,Action,3.8,Joel Schumacher,Bob Kane,Arnold Schwarzenegger,Warner Bros.,1997,United States
Event Horizon,R,Horror,6.7,Paul W.S. Anderson,Philip Eisner,Laurence Fishburne,Golar Productions,1997,United States
Hercules,G,Animation,7.3,Ron Clements,Ron Clements,Tate Donovan,Walt Disney Pictures,1997,United States
Dante's Peak,PG-13,Action,6.0,Roger Donaldson,Leslie Bohem,Pierce Brosnan,Universal Pictures,1997,United States
The Lost World: Jurassic Park,PG-13,Action,6.6,Steven Spielberg,Michael Crichton,Jeff Goldblum,Universal Pictures,1997,United States
Princess Mononoke,PG-13,Animation,8.4,Hayao Miyazaki,Hayao Miyazaki,Yôji Matsuda,DENTSU Music And Entertainment,1997,United States
Scream 2,R,Horror,6.2,Wes Craven,Kevin Williamson,Neve Campbell,Dimension Films,1997,United States
Face/Off,R,Action,7.2,John Woo,Mike Werb,John Travolta,Permut Presentations,1997,United States
As Good as It Gets,PG-13,Comedy,7.7,James L. Brooks,Mark Andrus,Jack Nicholson,TriStar Pictures,1997,United States
Gattaca,PG-13,Drama,7.8,Andrew Niccol,Andrew Niccol,Ethan Hawke,Columbia Pictures,1997,United States
The Rainmaker,PG-13,Crime,7.2,Francis Ford Coppola,John Grisham,Matt Damon,Constellation Entertainment,1997,United States
I Know What You Did Last Summer,R,Horror,5.7,Jim Gillespie,Lois Duncan,Jennifer Love Hewitt,Mandalay Entertainment,1997,United States
Alien: Resurrection,R,Action,6.2,Jean-Pierre Jeunet,Dan O'Bannon,Sigourney Weaver,Brandywine Productions,1997,United States
Cube,R,Drama,7.2,Vincenzo Natali,André Bijelic,Nicole de Boer,Cube Libre,1998,Netherlands
Liar Liar,PG-13,Comedy,6.9,Tom Shadyac,Paul Guay,Jim Carrey,Universal Pictures,1997,United States
Donnie Brasco,R,Biography,7.7,Mike Newell,Joseph D. Pistone,Al Pacino,Mandalay Entertainment,1997,United States
George of the Jungle,PG,Action,5.5,Sam Weisman,Jay Ward,Brendan Fraser,Walt Disney Pictures,1997,United States
Anastasia,G,Animation,7.2,Don Bluth,Susan Gauthier,Meg Ryan,Twentieth Century Fox,1997,United States
Fools Rush In,PG-13,Comedy,6.1,Andy Tennant,Joan Taylor,Matthew Perry,Columbia Pictures,1997,United States
Midnight in the Garden of Good and Evil,R,Crime,6.6,Clint Eastwood,John Berendt,John Cusack,Warner Bros.,1997,United States
Good Burger,PG,Comedy,5.7,Brian Robbins,Dan Schneider,Kel Mitchell,Paramount Pictures,1997,United States
The Edge,R,Action,6.9,Lee Tamahori,David Mamet,Anthony Hopkins,Art Linson Productions,1997,United States
My Best Friend's Wedding,PG-13,Comedy,6.3,P.J. Hogan,Ronald Bass,Julia Roberts,TriStar Pictures,1997,United States
Anaconda,PG-13,Action,4.8,Luis Llosa,Hans Bauer,Jon Voight,Cinema Line Film Corporation,1997,United States
Tomorrow Never Dies,PG-13,Action,6.5,Roger Spottiswoode,Bruce Feirstein,Pierce Brosnan,Eon Productions,1997,United States
Speed 2: Cruise Control,PG-13,Action,3.9,Jan de Bont,Graham Yost,Sandra Bullock,Blue Tulip Productions,1997,United States
The Saint,PG-13,Action,6.2,Phillip Noyce,Leslie Charteris,Val Kilmer,Paramount Pictures,1997,United States
Lost Highway,R,Mystery,7.6,David Lynch,David Lynch,Bill Pullman,CiBy 2000,1997,France
The Full Monty,R,Comedy,7.2,Peter Cattaneo,Simon Beaufoy,Robert Carlyle,Redwave Films,1997,United States
Spawn,PG-13,Action,5.2,Mark A.Z. Dippé,Todd McFarlane,Michael Jai White,McFarlane Films,1997,United States
Romy and Michele's High School Reunion,R,Comedy,6.2,David Mirkin,Robin Schiff,Mira Sorvino,Touchstone Pictures,1997,United States
Seven Years in Tibet,PG-13,Adventure,7.1,Jean-Jacques Annaud,Heinrich Harrer,Brad Pitt,Mandalay Entertainment,1997,United States
Cop Land,R,Crime,6.9,James Mangold,James Mangold,Sylvester Stallone,Miramax,1997,United States
Gummo,R,Comedy,6.7,Harmony Korine,Harmony Korine,Nick Sutton,Fine Line Features,1997,Australia
In & Out,PG-13,Comedy,6.4,Frank Oz,Paul Rudnick,Kevin Kline,Paramount Pictures,1997,United States
Wilde,R,Biography,6.9,Brian Gilbert,Julian Mitchell,Stephen Fry,Samuelson Productions,1998,United States
Chasing Amy,R,Comedy,7.2,Kevin Smith,Kevin Smith,Ben Affleck,Too Askew Prod. Inc.,1997,United States
U Turn,R,Crime,6.7,Oliver Stone,John Ridley,Sean Penn,Phoenix Pictures,1997,United States
Conspiracy Theory,R,Action,6.7,Richard Donner,Brian Helgeland,Mel Gibson,Warner Bros.,1997,United States
Breakdown,R,Crime,6.9,Jonathan Mostow,Jonathan Mostow,Kurt Russell,Dino De Laurentiis Company,1997,United States
G.I. Jane,R,Action,6.0,Ridley Scott,Danielle Alexandra,Demi Moore,Caravan Pictures,1997,United States
The Jackal,R,Action,6.4,Michael Caton-Jones,Kenneth Ross,Bruce Willis,Universal Pictures,1997,United States
Kiss the Girls,R,Crime,6.6,Gary Fleder,James Patterson,Morgan Freeman,Paramount Pictures,1997,United States
Vegas Vacation,PG,Comedy,6.0,Stephen Kessler,Elisa Bell,Chevy Chase,Warner Bros.,1997,United States
The Devil's Own,R,Action,6.2,Alan J. Pakula,Kevin Jarre,Harrison Ford,Columbia Pictures,1997,United States
Amistad,R,Biography,7.3,Steven Spielberg,David Franzoni,Djimon Hounsou,Dreamworks Pictures,1997,United States
The Postman,R,Action,6.1,Kevin Costner,David Brin,Kevin Costner,Tig Productions,1997,United States
Mimic,R,Horror,6.0,Guillermo del Toro,Donald A. Wollheim,Mira Sorvino,Dimension Films,1997,United States
Fierce Creatures,PG-13,Comedy,6.4,Fred Schepisi,John Cleese,John Cleese,Universal Pictures,1997,United States
Grosse Pointe Blank,R,Action,7.3,George Armitage,Tom Jankiewicz,John Cusack,Hollywood Pictures,1997,United States
Mortal Kombat: Annihilation,PG-13,Action,3.7,John R. Leonetti,Ed Boon,Robin Shou,New Line Cinema,1997,United States
Spice World,PG,Comedy,3.5,Bob Spiers,Spice Girls,Mel B,Columbia Pictures,1998,United States
Selena,PG,Biography,6.8,Gregory Nava,Gregory Nava,Jennifer Lopez,Q Productions,1997,United States
The Borrowers,PG,Adventure,5.9,Peter Hewitt,Mary Norton,John Goodman,Polygram Filmed Entertainment,1998,United States
The Peacemaker,R,Action,6.0,Mimi Leder,Leslie Cockburn,George Clooney,Dreamworks Pictures,1997,United States
Volcano,PG-13,Action,5.5,Mick Jackson,Jerome Armstrong,Tommy Lee Jones,Twentieth Century Fox,1997,United States
Clockwatchers,PG-13,Comedy,6.6,Jill Sprecher,Jill Sprecher,Toni Collette,Goldcrest Films International,1998,United States
Bliss,R,Drama,6.0,Lance Young,Lance Young,Craig Sheffer,Triumph Films,1997,United States
Mousehunt,PG,Comedy,6.5,Gore Verbinski,Adam Rifkin,Nathan Lane,Dreamworks Pictures,1997,United States
Inventing the Abbotts,R,Drama,6.4,Pat O'Connor,Sue Miller,Liv Tyler,Fox 2000 Pictures,1997,United States
Open Your Eyes,R,Drama,7.7,Alejandro Amenábar,Alejandro Amenábar,Eduardo Noriega,Canal+ España,1997,Spain
Beverly Hills Ninja,PG-13,Action,5.6,Dennis Dugan,Mark Feldberg,Chris Farley,3 Arts Entertainment,1997,United States
Murder at 1600,R,Action,6.1,Dwight H. Little,Wayne Beach,Wesley Snipes,Warner Bros.,1997,United States
Flubber,PG,Comedy,5.3,Les Mayfield,Samuel W. Taylor,Robin Williams,Walt Disney Pictures,1997,United States
Orgazmo,NC-17,Comedy,6.1,Trey Parker,Trey Parker,Trey Parker,Kuzui Enterprises,1998,United States
The Ice Storm,R,Drama,7.4,Ang Lee,Rick Moody,Kevin Kline,Fox Searchlight Pictures,1997,United States
Soul Food,R,Comedy,7.0,George Tillman Jr.,George Tillman Jr.,Vanessa Williams,Fox 2000 Pictures,1997,United States
Children of Heaven,PG,Drama,8.3,Majid Majidi,Majid Majidi,Mohammad Amir Naji,Kanun parvaresh fekri,1999,United States
Double Team,R,Action,4.8,Hark Tsui,Don Jakoby,Jean-Claude Van Damme,Mandalay Entertainment,1997,United States
The Relic,R,Horror,5.8,Peter Hyams,Douglas Preston,Penelope Ann Miller,British Broadcasting Corporation (BBC),1997,United States
An American Werewolf in Paris,R,Comedy,5.1,Anthony Waller,John Landis,Tom Everett Scott,Hollywood Pictures,1997,United States
Bean,PG-13,Adventure,6.5,Mel Smith,Rowan Atkinson,Rowan Atkinson,Polygram Filmed Entertainment,1997,United States
Wag the Dog,R,Comedy,7.1,Barry Levinson,Larry Beinhart,Dustin Hoffman,Baltimore Pictures,1998,United States
Absolute Power,R,Action,6.7,Clint Eastwood,David Baldacci,Clint Eastwood,Castle Rock Entertainment,1997,United States
Wishmaster,R,Fantasy,5.8,Robert Kurtzman,Peter Atkins,Tammy Lauren,Image Organization,1997,United States
Jungle 2 Jungle,PG,Comedy,5.2,John Pasquin,Hervé Palud,Tim Allen,Walt Disney Pictures,1997,United States
B*A*P*S,PG-13,Comedy,4.7,Robert Townsend,Troy Byer,Halle Berry,New Line Cinema,1997,United States
